MOF_no,propane_avg(mol/kg),propylene_avg(mol/kg),C3H8/C3H6 Selectivity (1Bar),TSN,oms,Df,AV_Volume_fraction_1.9,channel_dimentionality
ddmof_10259,0.341115,1.422611,1.35875864871001,0.045416842983134,5,4.50327,0.05888,1
ddmof_1026,0.439307,1.844561,1.34959284801822,0.057198987447139,20,8.87427,0.42876,3
ddmof_10260,0.313689,1.346789,1.31985856730342,0.037808118262333,4,3.60008,0.05704,0
ddmof_10261,0.324546,1.210435,1.51936617827475,0.058957822990431,0,29.42856,0.76196,3
ddmof_10262,0.309644,1.369995,1.28077061108496,0.033277859809422,4,12.02319,0.61114,3
ddmof_10263,0.346224,1.457268,1.34631104230656,0.044713239686131,5,7.18862,0.29864,3
ddmof_10264,0.370479,1.576061,1.33204298564586,0.046131393016611,4,3.88229,0.06418,2
ddmof_10265,0.918501,3.860981,1.34806128287086,0.119138430078788,4,8.94188,0.44474,3
ddmof_10266,0.540734,2.202032,1.39151444362904,0.07758868801831,3,5.03815,0.1582,3
ddmof_10267,0.160939,0.539759,1.68962012058468,0.036660145557491,6,12.76503,0.49622,3
ddmof_10268,0.472882,1.965547,1.36331752263704,0.063648506454563,3,5.12506,0.18362,3
ddmof_10269,0.452015,1.835446,1.39552911572083,0.065424154721059,6,4.69111,0.1259,3
ddmof_1027,0.538399,2.17489,1.40279631000495,0.079141753623454,241,6.98801,0.16718,3
ddmof_10270,0.468902,1.945013,1.36611494798921,0.063530239404297,3,6.55274,0.27038,3
ddmof_10271,0.795322,3.234264,1.39346221170154,0.114602079385338,22,7.73167,0.35372,3
ddmof_10272,0.447292,1.926963,1.31536239495344,0.053248064720947,4,8.36364,0.39378,3
ddmof_10273,0.335465,1.439944,1.32016823802407,0.040466901359657,8,8.55516,0.40524,3
ddmof_10274,0.521894,2.22581,1.32868453881209,0.064413139362155,2,10.4741,0.50112,3
ddmof_10275,0.288559,1.319731,1.23901588025641,0.026858169306686,6,13.61635,0.66498,3
ddmof_10276,0.364856,1.549219,1.33455459385234,0.045729717334714,6,7.69899,0.3587,3
ddmof_10277,0.140166,0.612208,1.29739238951467,0.015848758288541,3,3.6469,0,0
ddmof_10278,0.278939,1.210658,1.30561589923276,0.032305440255183,2,8.89734,0.46972,3
ddmof_10279,0.819364,3.251541,1.42795759508081,0.126768155864561,4,7.62975,0.3128,3
ddmof_1028,0.48649,1.99674,1.38063877453583,0.068147551387438,13,7.79023,0.32492,3
ddmof_10280,0.634239,2.657731,1.35228922716407,0.08312944461236,8,9.56146,0.46004,3
ddmof_10281,0.185474,0.638482,1.64612210419923,0.040148081645944,3,19.64176,0.54114,3
ddmof_10282,0.336953,1.697177,1.12504490299676,0.017241836634885,8,3.66825,0,0
ddmof_10283,0.668636,2.776723,1.36453558145099,0.090255740033373,6,5.30262,0.23188,3
ddmof_10284,0.268273,1.162085,1.30817768637119,0.031298535557789,7,6.27061,0.23852,3
ddmof_10285,0.329362,1.439015,1.29698763853516,0.03719677310803,5,7.99217,0.37156,3
ddmof_10286,0.667552,2.597782,1.45616324490148,0.108951205178993,8,5.86441,0.2269,3
ddmof_10287,0.429686,1.666351,1.46120915301358,0.070774605418048,6,8.4355,0.25754,3
ddmof_10288,0.494528,2.035454,1.37675689715087,0.068668803492428,5,5.85648,0.2562,3
ddmof_10289,0.916758,3.667313,1.41655811761909,0.138645343482303,5,6.26078,0.23436,3
ddmof_1029,0.458469,1.982069,1.31074700224866,0.05387876024561,23,10.02937,0.50116,3
ddmof_10290,0.336687,1.448033,1.3175756353619,0.040326872371361,2,6.93816,0.3398,3
ddmof_10291,1.127243,4.619853,1.3826652781665,0.158622317337695,10,8.68133,0.44036,3
ddmof_10292,0.583124,2.396651,1.37874447858004,0.081336343370099,2,6.02322,0.21164,3
ddmof_10293,0.636226,2.778325,1.29764540385544,0.071992810151838,4,9.13061,0.44916,3
ddmof_10294,0.662756,2.700041,1.39094826090912,0.094980209106638,3,7.4286,0.3032,3
ddmof_10295,0.608367,2.622644,1.3144799675442,0.072245997633372,7,7.95442,0.37154,3
ddmof_10296,1.08762,4.435342,1.38956139120726,0.155396686260376,7,6.01361,0.23628,3
ddmof_10297,0.519868,2.240913,1.31460644240391,0.061758112219272,6,5.81091,0.14744,2
ddmof_10298,0.555119,2.298111,1.36880870129134,0.075686455078666,8,8.61266,0.34658,3
ddmof_10299,0.356056,1.519799,1.32757730901696,0.043816187564861,1,9.77925,0.52044,3
ddmof_103,0.484984,2.008313,1.36843343974105,0.066066304389514,20,8.3543,0.40798,3
ddmof_1030,0.386354,1.539689,1.42193607496925,0.059065827548261,20,5.59362,0.1713,3
ddmof_10300,0.515342,2.118825,1.37825036675201,0.071801630325148,2,7.5916,0.38858,3
ddmof_10301,0.757219,2.97426,1.44268075644586,0.120526729120327,6,5.8764,0.25504,3
ddmof_10302,0.879184,3.676305,1.35517664248931,0.116048690073161,7,7.39973,0.27196,3
ddmof_10303,0.339745,1.407646,1.36768879865156,0.046201001865386,5,7.04441,0.31376,3
ddmof_10304,0.414497,1.718951,1.36642425137967,0.056199808401286,3,7.07014,0.27472,3
ddmof_10305,0.307739,1.243627,1.40223260940244,0.045182259232494,6,3.20632,0,0
ddmof_10306,0.231924,0.894807,1.46873683375298,0.038718317118677,7,10.88614,0.40996,3
ddmof_10307,0.389562,1.760751,1.25373661579633,0.038257446444209,9,12.68296,0.6302,3
ddmof_10308,0.782402,3.161761,1.40226011179635,0.114878974978487,33,7.22971,0.1849,3
ddmof_10309,0.553716,2.513096,1.24854919987139,0.053381356805473,7,4.14471,0.08138,2
ddmof_1031,0.460043,1.860661,1.40106678934708,0.067377363555108,125,6.54179,0.18784,3
ddmof_10310,0.336871,1.445337,1.32075472133258,0.040701485851369,6,4.4344,0.087,2
ddmof_10311,0.381309,1.574438,1.37239510225236,0.052422040827679,8,6.36792,0.19766,3
ddmof_10312,0.536044,2.150674,1.41238638057961,0.080381685252555,8,5.1862,0.18158,3
ddmof_10313,0.359212,1.504181,1.35325114907492,0.047192699448794,4,8.16189,0.30362,3
ddmof_10314,0.641467,2.621103,1.3868129816595,0.091099795195157,7,6.51885,0.2188,3
ddmof_10315,0.517682,2.173148,1.3498994699548,0.067454703235844,0,8.10276,0.40326,3
ddmof_10316,0.320167,1.293683,1.40241439878754,0.047024964215401,4,5.28922,0.14632,3
ddmof_10317,0.415246,1.788419,1.31572112948178,0.049482311718987,8,11.77524,0.539,3
ddmof_10318,0.554307,2.422265,1.29675035555565,0.062557079069935,5,9.6619,0.4881,3
ddmof_10319,0.566165,2.375835,1.35037506111886,0.073858720333034,6,4.90253,0.19896,3
ddmof_1032,0.49061,2.084849,1.33348906003904,0.061321077539558,18,8.78331,0.45326,3
ddmof_10320,0.423478,1.741415,1.37802227881732,0.058971953567222,1,6.81824,0.34422,3
ddmof_10321,0.298691,1.265896,1.33706270762632,0.037680400110634,9,8.47137,0.46192,3
ddmof_10322,1.063678,4.347877,1.38631075963434,0.150893992862406,6,6.11988,0.26832,3
ddmof_10323,0.673081,2.660074,1.43384194073799,0.105338037781355,7,5.32956,0.14944,2
ddmof_10324,0.31448,1.239212,1.43805364484312,0.049617109415349,4,4.71521,0.10472,2
ddmof_10325,0.466833,1.940566,1.36320382816147,0.062817420552473,6,4.76396,0.091,2
ddmof_10326,0.720921,2.964313,1.37813348320505,0.100418012104908,7,5.80486,0.15156,2
ddmof_10327,0.757548,3.316122,1.29451570237766,0.084926678143778,6,7.5721,0.24504,3
ddmof_10328,0.132137,0.495076,1.51244724715667,0.02374240731463,3,16.8395,0.4092,3
ddmof_10329,0.351801,1.458388,1.36694693044649,0.047757567663487,4,8.08351,0.39206,3
ddmof_1033,0.627683,2.527334,1.40736061530978,0.093151542433691,14,6.19685,0.2671,3
ddmof_10330,0.36494,1.472879,1.40404835246706,0.053785610523111,3,4.81281,0.1296,2
ddmof_10331,0.197251,0.792479,1.41045461982799,0.029461235318019,6,3.64235,0,0
ddmof_10332,0.502705,2.118206,1.34484637786252,0.06468439839521,5,7.76655,0.3993,3
ddmof_10333,0.395278,1.678569,1.33441560440272,0.049524820121929,8,7.28714,0.32114,3
ddmof_10334,0.2706,1.169608,1.31103754420284,0.031826653844106,2,6.65563,0.33912,3
ddmof_10335,0.474268,2.011748,1.33591218515772,0.059652438373502,7,4.41612,0.0862,2
ddmof_10336,0.509848,2.139317,1.3504958202392,0.066531719666655,1,8.6346,0.43178,3
ddmof_10337,0.459081,1.914817,1.35859405885784,0.061098957654974,5,6.2864,0.23446,3
ddmof_10338,0.48203,2.180093,1.25292972975618,0.047203614133598,1,4.55792,0.06424,3
ddmof_10339,0.806037,3.355976,1.36101777843465,0.107899174355439,4,8.08397,0.37268,3
ddmof_1034,0.498694,2.157089,1.31006771935079,0.05849368715046,126,10.73194,0.50422,3
ddmof_10340,0.347893,1.610017,1.22445518691211,0.030594717665197,8,3.84024,0.03032,1
ddmof_10341,0.889283,3.619469,1.39226785291802,0.12781023876331,9,6.67933,0.26994,3
ddmof_10342,0.353409,1.49844,1.33649061690825,0.04451748772011,5,7.07112,0.30966,3
ddmof_10343,0.362782,1.654063,1.24285753726833,0.034254366349652,6,3.67695,0.04114,0
ddmof_10344,0.653226,2.674571,1.38400289242649,0.092194356494438,6,6.51811,0.32284,3
ddmof_10345,0.777873,3.087183,1.42782173910649,0.120316720595828,4,6.10605,0.22696,3
ddmof_10346,0.575747,2.271169,1.43651411820667,0.090570702211837,3,5.12204,0.1504,3
ddmof_10347,0.373114,1.599593,1.32178164487258,0.045206386528624,4,11.62892,0.5966,3
ddmof_10348,0.243586,1.033409,1.33569638610334,0.030620648219306,3,10.67024,0.45894,3
ddmof_10349,0.777819,3.183543,1.38450807794963,0.109902319841227,4,7.14536,0.31432,3
ddmof_1035,0.446379,1.786273,1.41606630117569,0.067440540833773,14,6.19717,0.24702,3
ddmof_10350,0.745063,3.08743,1.36748806180761,0.101271603183372,8,6.54906,0.2667,3
ddmof_10351,0.415325,1.712755,1.37410682399604,0.057323362660434,6,6.37044,0.23908,3
ddmof_10352,0.336414,1.410112,1.35191105387373,0.044052780525233,7,4.88079,0.13092,3
ddmof_10353,0.259686,1.064046,1.38297968320918,0.036567891868134,4,3.31094,0,0
ddmof_10354,0.873076,3.616047,1.36818760006899,0.118865499589792,7,7.93189,0.4028,3
ddmof_10355,0.282686,0.976382,1.64063587134271,0.060780939577789,4,3.59847,0,0
ddmof_10356,0.327157,1.24892,1.4843942499653,0.056123542356991,2,5.65422,0.27448,3
ddmof_10357,0.403328,1.788956,1.27757492824493,0.04290860603671,9,11.6819,0.52836,3
ddmof_10358,0.548831,2.574505,1.20801565090506,0.045043965719871,7,4.48584,0.1264,1
ddmof_10359,0.345032,1.388389,1.40823741280962,0.051297935568557,10,8.88582,0.255,3
ddmof_1036,0.401331,1.668225,1.3632507605389,0.054009419779792,21,7.7807,0.3652,3
ddmof_10360,0.370261,1.563572,1.34189258100469,0.047288902495951,7,5.12579,0.13944,3
ddmof_10361,0.656771,2.827894,1.31606854193733,0.0783386651632,4,5.25528,0.20636,3
ddmof_10362,0.540811,2.196707,1.39508622072341,0.078201838022266,7,7.97384,0.33586,3
ddmof_10363,0.668574,2.739111,1.3831443851673,0.094180360030379,7,9.79712,0.30622,3
ddmof_10364,0.452636,1.923388,1.33355169801066,0.056583961504263,3,7.13548,0.36184,3
ddmof_10365,0.799268,3.303544,1.37100802451347,0.109531684101329,8,6.24541,0.23596,3
ddmof_10366,0.683929,2.790443,1.38888257766479,0.097573093332201,4,5.23064,0.17386,3
ddmof_10367,0.409578,1.732163,1.33990969672023,0.052047341448107,6,5.40885,0.17864,3
ddmof_10368,0.427462,1.691717,1.43184981097114,0.066640242831133,6,4.03401,0.1058,3
ddmof_10369,0.593281,2.508508,1.34020926649094,0.075449097038939,5,9.63269,0.47338,3
ddmof_1037,0.226603,0.953449,1.34677750636549,0.029298828464845,19,11.53726,0.59752,3
ddmof_10370,0.809438,3.400567,1.34883839469516,0.105194497443555,6,6.33414,0.328,3
ddmof_10371,0.557849,2.221662,1.42287365644879,0.085443688919285,3,6.73689,0.30218,3
ddmof_10372,0.603466,2.606625,1.3119035790214,0.071149798166246,8,11.67134,0.5512,3
ddmof_10373,0.490647,2.046471,1.35859877809165,0.065300807650237,4,6.50662,0.17294,3
ddmof_10374,0.750932,3.038536,1.40043801795777,0.109834237043536,8,7.58088,0.28166,3
ddmof_10375,0.425955,1.834676,1.31562466615359,0.050744874174309,6,5.13504,0.09808,2
ddmof_10376,0.538286,2.206753,1.38225135904804,0.075676027670267,6,6.57133,0.2483,3
ddmof_10377,0.580815,2.391411,1.37629416273489,0.080565585071324,2,7.31503,0.3233,3
ddmof_10378,0.360973,1.506336,1.35793983989407,0.047966283572657,17,9.78887,0.43022,3
ddmof_10379,0.482534,2.088249,1.3094029176278,0.056491849811016,8,11.69747,0.54686,3
ddmof_1038,0.539131,2.198909,1.38935975370816,0.076995839730433,256,8.49336,0.30278,3
ddmof_10380,0.512765,2.172838,1.33726873947038,0.064720527851221,7,8.4541,0.5503,3
ddmof_10381,0.374245,1.621189,1.30812734768535,0.043655688646612,3,9.63245,0.44976,3
ddmof_10382,0.909609,3.683765,1.39923447885519,0.132703310133201,10,6.44538,0.27648,3
ddmof_10383,0.607776,2.575117,1.3374398134143,0.076746456926237,6,8.99917,0.43404,3
ddmof_10384,0.463175,1.890448,1.38837901562663,0.066006161886939,5,7.92246,0.3626,3
ddmof_10385,0.844219,3.523399,1.35775359721299,0.112129979786036,4,6.7384,0.29904,3
ddmof_10386,0.76952,3.212301,1.35747345386791,0.102139424973,11,7.7986,0.32548,3
ddmof_10387,0.648194,2.769919,1.32606741689318,0.079446289144394,5,7.36606,0.37314,3
ddmof_10388,0.308512,1.239183,1.4107961993238,0.046111524263078,5,4.9733,0.14268,3
ddmof_10389,0.256617,1.09138,1.33240759405523,0.031983998507729,2,5.87974,0.19456,3
ddmof_1039,0.352185,1.45359,1.37295592292187,0.048480587897759,20,8.6099,0.38304,3
ddmof_10390,0.338486,1.356378,1.41412447955757,0.050937959414347,4,3.62556,0.10046,0
ddmof_10391,0.346576,1.589856,1.23528839509155,0.031804711642152,4,13.22221,0.63356,3
ddmof_10392,0.384296,1.559596,1.39630861667594,0.055715779041242,5,5.31656,0.10412,2
ddmof_10393,0.369222,1.597651,1.30958388283799,0.043248199244556,4,11.25644,0.49168,3
ddmof_10394,0.447772,1.897111,1.337494045771,0.056549957533276,5,4.40974,0.1047,1
ddmof_10395,0.327485,1.38388,1.34097489184997,0.041728350348085,5,3.75738,0.1163,1
ddmof_10396,0.591237,2.408303,1.39116340427264,0.084770464115568,4,8.17915,0.35704,3
ddmof_10397,0.389027,1.638253,1.34563241046,0.050155865728044,5,8.52665,0.41252,3
ddmof_10398,0.328236,1.415874,1.31367904206165,0.03889244448634,2,10.70361,0.5577,3
ddmof_10399,0.297433,1.319418,1.27742206538539,0.0316273636452,8,4.67714,0.11584,2
ddmof_104,0.528547,2.192901,1.36581617987619,0.071561169251106,15,7.6678,0.36996,3
ddmof_1040,0.352767,1.535223,1.30209943441441,0.040442672954866,21,10.49876,0.52502,3
ddmof_10400,0.697935,2.90554,1.36118070995409,0.093464513990022,10,6.20126,0.22536,3
ddmof_10401,0.652628,2.634217,1.40391825477299,0.09615939801319,8,7.93286,0.31002,3
ddmof_10402,0.313197,1.326334,1.33811166719695,0.039617026859296,3,8.72807,0.44738,3
ddmof_10403,0.351789,1.652425,1.20639121291435,0.028666640159036,14,3.58553,0.00584,0
ddmof_10404,0.437226,1.820467,1.36097715586166,0.058523065440793,12,7.49123,0.30848,3
ddmof_10405,0.932843,3.756991,1.40700638711494,0.138336949821346,11,6.30236,0.25298,3
ddmof_10406,0.972605,4.07768,1.351608839667,0.127266359657442,1,9.52074,0.45142,3
ddmof_10407,0.168886,0.615151,1.55574918461754,0.032415908252211,2,11.55491,0.50106,3
ddmof_10408,0.245918,0.892972,1.56055882304634,0.047531066310294,6,15.06407,0.58724,3
ddmof_10409,0.258284,0.867205,1.68773165898874,0.058708830615899,2,10.09316,0.47316,3
ddmof_1041,0.364339,1.543325,1.33775301162533,0.046043682640247,20,6.00283,0.17966,3
ddmof_10410,0.30887,1.35967,1.28727068577915,0.033873735664098,2,17.14932,0.6692,3
ddmof_10411,0.198467,0.811671,1.38559383461197,0.028110060545622,2,13.16847,0.62044,3
ddmof_10412,0.268384,1.079892,1.4083284871697,0.039909764708753,2,16.39648,0.66792,3
ddmof_10413,0.24475,0.97029,1.42938365505845,0.037972671652448,3,15.27944,0.63122,3
ddmof_10414,0.29773,1.183033,1.42611124682631,0.045896093240153,2,9.22119,0.4266,3
ddmof_10415,0.218546,0.79992,1.54818898556522,0.041485270087891,8,18.83655,0.63242,3
ddmof_10416,0.198959,0.773268,1.45801240104768,0.032581768145502,2,14.51402,0.57636,3
ddmof_10417,0.212988,0.874511,1.38012214826343,0.029800753923183,3,10.489,0.52524,3
ddmof_10418,0.202722,0.89818,1.27898416798415,0.021663920700865,2,16.75304,0.66666,3
ddmof_10419,0.205562,0.906037,1.2856553687469,0.022431864390684,3,16.47094,0.6589,3
ddmof_1042,0.492535,2.078723,1.34266646718522,0.06302878913436,21,5.98446,0.17558,3
ddmof_10420,0.288525,1.172284,1.39469190059747,0.041685595399183,3,14.68938,0.61028,3
ddmof_10421,0.199308,0.701721,1.60948867142354,0.041194556796312,3,26.02327,0.78114,3
ddmof_10422,0.273358,0.943195,1.64232069367063,0.058897158435254,4,10.22354,0.45042,3
ddmof_10423,0.155961,0.595638,1.48375187613953,0.026725676763107,2,11.62679,0.53502,3
ddmof_10424,0.209361,0.710961,1.66869772040942,0.04655721192581,2,21.79515,0.74518,3
ddmof_10425,0.180433,0.646291,1.58203296451083,0.035945055465559,3,21.88203,0.72922,3
ddmof_10426,0.164096,0.619522,1.5009593417721,0.028941435635979,2,16.29996,0.56938,3
ddmof_10427,0.198651,0.837207,1.34457666980806,0.025543652343727,2,16.22083,0.6602,3
ddmof_10428,0.242455,0.938968,1.46321457884259,0.040079755895487,2,14.56473,0.5286,3
ddmof_10429,0.226533,0.9199,1.39546363735189,0.032783521450151,2,10.05211,0.31718,1
ddmof_1043,0.526474,2.187621,1.36374292743883,0.070933164149122,22,8.13099,0.29584,3
ddmof_10430,0.221792,0.884845,1.42038586795804,0.033802507552311,2,16.73873,0.69312,3
ddmof_10431,0.2195,0.856793,1.45173143727054,0.035534038807903,3,10.71153,0.49938,3
ddmof_10432,0.228435,0.901435,1.4360048145457,0.035899907099029,2,14.69969,0.54092,3
ddmof_10433,0.233363,0.823691,1.60544467929519,0.04797834653306,2,10.61334,0.49444,3
ddmof_10434,0.22878,0.908872,1.42640547843921,0.035287713123305,2,17.20379,0.63232,3
ddmof_10435,0.362157,1.489965,1.37736322665298,0.050357381766105,2,16.50196,0.61834,3
ddmof_10436,0.196306,0.838938,1.32596290389357,0.02405364392391,2,16.43223,0.66744,3
ddmof_10437,0.210602,0.823112,1.44987721395549,0.033976678564837,3,12.85881,0.54898,3
ddmof_10438,0.356229,1.537539,1.31289742894327,0.042117238885801,4,15.57793,0.56622,3
ddmof_10439,0.209698,0.918318,1.29398385599179,0.023471257668947,2,17.24018,0.66606,3
ddmof_1044,0.662255,2.73934,1.36995711862468,0.090534876673918,21,9.10996,0.46392,3
ddmof_10440,0.206239,0.878704,1.33001291295666,0.025543908196466,4,13.49679,0.53456,3
ddmof_10441,0.164452,0.65665,1.41916495342521,0.025002110791546,2,15.24551,0.6249,3
ddmof_10442,0.231013,0.934528,1.40078592259051,0.033813781377142,2,16.21337,0.58826,3
ddmof_10443,0.208863,0.705157,1.67843047718451,0.046973989832914,4,23.05626,0.77856,3
ddmof_10444,0.182928,0.65384,1.58539092132632,0.036610545323483,2,21.03051,0.69422,3
ddmof_10445,0.153976,0.554539,1.5734342700273,0.030309960810182,2,12.1415,0.53488,3
ddmof_10446,0.162477,0.640851,1.43668809130359,0.025567785598647,2,18.98225,0.72134,3
ddmof_10447,0.207239,0.790824,1.48497558664549,0.035586938873958,2,11.81559,0.52556,3
ddmof_10448,0.245136,0.989537,1.40379187438166,0.036109200609616,2,15.89047,0.69884,3
ddmof_10449,0.25436,1.001695,1.43893433962766,0.040199302906855,2,17.72064,0.70462,3
ddmof_1045,0.49752,2.026043,1.39152031817686,0.071388921927866,20,10.71402,0.4537,3
ddmof_10450,0.254056,0.984325,1.46257655415302,0.041949372866312,2,15.35198,0.60042,3
ddmof_10451,0.234662,1.005014,1.32311722357433,0.028534505641189,2,17.64452,0.66814,3
ddmof_10452,0.252896,1.050863,1.36371471193993,0.034071040768995,6,14.37163,0.60654,3
ddmof_10453,0.187779,0.781376,1.3618040482431,0.025183909393111,2,20.26873,0.77084,3
ddmof_10454,0.205219,0.847669,1.37188887014468,0.028180454064507,3,11.36499,0.55126,3
ddmof_10455,0.24641,1.029368,1.35648605098792,0.032628462003768,3,17.79463,0.58376,3
ddmof_10456,0.234091,0.79136,1.67624806240733,0.052515574376218,2,8.81135,0.45836,3
ddmof_10457,0.218858,0.870005,1.42550368484472,0.03369720389092,4,11.03256,0.51254,3
ddmof_10458,0.290755,1.023548,1.60970630265182,0.060112620620372,3,10.96805,0.47152,3
ddmof_10459,0.236341,0.958555,1.39717143686765,0.034328459002422,2,17.63939,0.75062,3
ddmof_1046,0.376789,1.600985,1.33364001952964,0.047113176294857,12,8.07634,0.46996,3
ddmof_10460,0.310888,1.26086,1.39721988695546,0.045161070216896,2,15.43756,0.64778,3
ddmof_10461,0.208836,0.713103,1.65951342232469,0.045939903954187,2,21.79326,0.7564,3
ddmof_10462,0.251119,1.146599,1.2410682956,0.023553877678762,7,16.43737,0.616,3
ddmof_10463,0.30106,1.296728,1.31562414528464,0.035865830356431,10,12.73754,0.55204,3
ddmof_10464,0.109811,0.481372,1.29268493666714,0.012243123574378,2,15.02775,0.56984,3
ddmof_10465,0.203942,0.843109,1.37072588874432,0.02792998239029,3,16.2479,0.659,3
ddmof_10466,0.412017,1.671819,1.39654053459136,0.059764526704904,2,9.90802,0.31772,1
ddmof_10467,0.2841,1.124341,1.43186097456199,0.044291432203983,3,10.74813,0.44746,3
ddmof_10468,0.121113,0.429858,1.5965900367098,0.024609364045621,2,14.25611,0.6123,3
ddmof_10469,0.135823,0.572463,1.34447757613447,0.017460530620002,2,15.03607,0.69566,3
ddmof_1047,0.369754,1.436146,1.45895519443474,0.060655168881828,22,5.64736,0.2055,3
ddmof_10470,0.168587,0.699974,1.36480259742981,0.022771019175694,3,15.98036,0.59636,3
ddmof_10471,0.170865,0.605964,1.59784244608591,0.0347768290239,9,12.16057,0.49826,3
ddmof_10472,0.184141,0.747834,1.39531723172077,0.02664022309684,2,19.32319,0.7175,3
ddmof_10473,0.191595,0.763459,1.42208684421822,0.029299879724941,2,15.70411,0.70882,3
ddmof_10474,0.246182,0.989198,1.41026501603656,0.036755152964355,2,14.39581,0.46982,3
ddmof_10475,0.237149,0.949814,1.41484999519204,0.035740820094629,3,9.0765,0.43634,3
ddmof_10476,0.497116,2.058924,1.36818584205472,0.067679903577419,63,28.7732,0.51542,3
